id,Station,Divisions,x,y,Year,"Attempts or threats to murder, assaults, harassments and related offences",Dangerous or negligent acts,Kidnapping and related offences,"Robbery, extortion and hijacking offences",Burglary and related offences,Theft and related offences,"Fraud, deception and related offences",Controlled drug offences,Weapons and Explosives Offences,Damage to property and to the environment,Public order and other social code offences,"Offences against government, justice procedures and organisation of crime",Lat,Long
20293,Bishopstown, Cork City,164612,69895,2004,13,40,0,11,86,285,23,24,1,62,82,6,51.88067,-8.51462
20294,Douglas, Cork City,170369,69237,2004,51,75,1,10,88,272,20,41,6,174,134,11,51.87509,-8.43096
20295,Carrigaline, Cork City,173048,62517,2004,28,33,0,1,41,75,1,23,2,50,96,7,51.81483,-8.39154
20296,Crosshaven, Cork City,179049,61280,2004,12,4,0,0,5,20,1,8,1,11,13,2,51.80397,-8.30445
20297,Passage West, Cork City,177197,68099,2004,26,10,0,0,13,35,0,7,0,22,11,5,51.86518,-8.33175
20298,Mayfield, Cork City,170530,73086,2004,29,41,0,5,36,187,4,41,2,214,153,7,51.90969,-8.42895
20300,Watercourse Road, Cork City,167393,72821,2004,118,95,1,50,209,689,15,161,32,540,454,22,51.90713,-8.47451
20302,Gurranabraher, Cork City,165871,72420,2004,65,59,0,11,108,404,24,126,23,332,275,46,51.90344,-8.49659
20303,Blarney, Cork City,161004,75630,2004,12,34,0,4,44,129,3,17,3,74,44,4,51.93197,-8.56766
20304,Ballincollig, Cork City,159406,70777,2004,38,47,0,0,46,115,17,32,5,89,177,5,51.88824,-8.59032
20306,Cobh, Cork North,179125,66205,2004,72,42,0,2,16,84,7,56,4,105,239,18,51.84824,-8.30365
20307,Carrigtwohill, Cork North,182032,73007,2004,8,7,0,0,9,22,1,6,0,9,16,4,51.90947,-8.26182
20308,Glanmire, Cork City,172745,74038,2004,43,31,0,2,30,126,5,17,2,81,19,6,51.91836,-8.39684
20311,Watergrasshill, Cork North,176566,84599,2004,5,4,0,0,9,9,0,0,0,4,6,2,52.01344,-8.34203
20312,Fermoy, Cork North,181278,98497,2004,22,43,0,1,34,79,8,60,3,101,148,10,52.13852,-8.27417
20313,Rathcormac Co Cork, Cork North,180555,91552,2004,3,10,0,0,26,22,2,1,0,9,12,0,52.07608,-8.28433
20314,Ballynoe, Cork North,193238,89752,2004,9,7,0,0,3,5,0,1,0,3,9,1,52.06021,-8.09932
20315,Kildorrery, Cork North,170705,110446,2004,5,3,0,0,10,13,0,0,0,8,4,0,52.24544,-8.42962
20316,Kilworth, Cork North,182977,102690,2004,0,5,0,0,4,5,1,1,0,11,2,1,52.17626,-8.24956
20317,Mitchelstown, Cork North,181576,112413,2004,24,28,0,0,11,56,10,7,2,40,75,6,52.26359,-8.27057
20318,Castletownroche, Cork North,168033,102149,2004,2,8,0,0,7,12,5,1,0,7,5,2,52.17073,-8.46795
20320,Mallow, Cork North,155824,98686,2004,63,58,0,2,45,134,18,83,12,79,218,22,52.13877,-8.64594
20321,Buttevant, Cork North,154182,108777,2004,1,9,0,0,6,18,3,4,2,11,5,2,52.22931,-8.67128
20322,Charleville, Cork North,153544,122887,2004,31,32,0,2,14,42,5,1,1,27,89,4,52.35605,-8.68256
20323,Doneraile, Cork North,160037,107212,2004,1,5,0,0,10,13,2,2,0,12,4,0,52.21571,-8.58541
20324,Milford Co Cork, Cork North,141682,121501,2004,1,3,0,0,3,5,1,1,0,1,4,1,52.34247,-8.8564
20325,Glantaine, Cork North,148745,94962,2004,3,2,0,0,4,10,0,0,0,4,7,0,52.10469,-8.74876
20326,Liscarroll, Cork North,144996,112237,2004,2,1,0,0,9,6,0,0,0,4,3,0,52.25956,-8.80627
20327,Drumcollogher, Limerick,137937,121074,2004,4,4,0,1,20,10,3,0,1,7,10,1,52.33822,-8.91127
20328,Midleton, Cork North,188110,73791,2004,28,50,0,2,65,155,11,77,2,94,113,4,51.91668,-8.17353
20329,Cloyne, Cork North,191542,67785,2004,4,8,0,0,8,11,0,3,0,7,3,0,51.86276,-8.1235
20330,Killeagh, Cork North,200396,76345,2004,1,15,0,0,10,16,6,8,0,11,8,1,51.93976,-7.99497
20331,Whitegate, Cork North,184343,63831,2004,4,2,0,0,7,14,0,0,0,4,8,0,51.82707,-8.22782
20332,Youghal, Cork North,210862,77281,2004,46,33,0,0,30,121,10,34,2,97,64,5,51.94806,-7.84276
20333,Ballycotton, Cork North,199147,64169,2004,4,6,0,0,13,11,1,9,0,11,10,1,51.83033,-8.0131
20334,Ardmore, Waterford,218736,77633,2004,3,3,0,0,12,15,0,1,0,20,1,1,51.95102,-7.72822
20335,Bandon, Cork West,148948,54943,2004,35,45,0,0,50,107,12,31,3,62,153,10,51.74509,-8.73987
20336,Innishannon, Cork West,154798,57039,2004,2,5,0,0,2,7,0,3,0,1,3,0,51.76442,-8.65545
20337,Ballinhassig, Cork West,160694,61403,2004,4,8,0,0,12,20,1,9,0,5,3,1,51.80409,-8.57055
20338,Ballineen, Cork West,134499,54090,2004,5,11,0,0,10,9,0,4,1,5,10,0,51.73592,-8.94887
20340,Kinsale, Cork West,163724,50501,2004,67,22,0,1,29,102,4,25,3,90,118,7,51.70632,-8.52548
20341,Kilbrittain, Cork West,152309,46948,2004,1,1,0,0,1,1,0,0,0,2,10,0,51.67353,-8.69011
20342,Timoleague, Cork West,147006,43566,2004,1,3,0,0,1,3,0,2,0,6,9,0,51.64266,-8.76625
20343,Bantry, Cork West,99396,48475,2004,33,18,0,0,13,46,7,23,4,33,48,4,51.68027,-9.45523
20344,Schull, Cork West,93084,31736,2004,3,2,0,0,2,12,0,6,0,33,4,0,51.52872,-9.54136
20345,Kealkil, Cork West,105080,56687,2004,0,3,0,0,2,7,0,1,1,3,2,5,51.75504,-9.37532
20347,Glengarriff, Cork West,92959,56431.01,2004,2,4,0,0,2,12,0,0,1,22,4,0,51.75056,-9.55071
20348,Durrus, Cork West,94504,41927,2004,1,0,0,0,1,4,0,0,0,7,2,0,51.62054,-9.52396
20349,Ballydehob, Cork West,98743,35003,2004,0,0,0,0,1,2,0,0,0,4,2,0,51.55911,-9.46078
20350,Drimoleague, Cork West,112583,45865,2004,6,2,0,0,2,13,0,5,0,5,8,0,51.65903,-9.26398
20351,Castletownbere, Cork West,67530,45783,2004,4,9,0,0,5,19,2,1,0,26,8,1,51.64948,-9.91468
20352,Clonakilty, Cork West,138491,41691,2004,42,21,0,2,19,121,9,24,1,68,159,5,51.62495,-8.88891
20354,Rosscarbery, Cork West,128542,36549,2004,5,4,0,0,11,17,0,1,0,11,5,1,51.57757,-9.0315
20355,Skibbereen, Cork West,112360,33578,2004,22,12,0,0,15,45,2,11,1,27,42,4,51.54859,-9.26413
20357,Baltimore, Cork West,104724,26470,2004,4,0,0,0,2,5,0,0,0,2,4,0,51.48348,-9.37226
20358,Dunmanway, Cork West,123336,52791.01,2004,17,13,0,0,11,22,0,8,2,12,44,0,51.72283,-9.11014
20359,Drinagh, Cork West,120137,44481,2004,0,1,0,0,3,1,0,0,0,1,0,0,51.64771,-9.15453
20361,Macroom, Cork West,133705,73058,2004,14,25,0,0,19,64,4,22,1,35,154,4,51.90627,-8.96399
20362,Stuake, Cork West,147817,82265,2004,2,9,0,0,9,7,0,2,0,1,3,0,51.99051,-8.76037
20363,Coachford, Cork West,145605,73233,2004,5,4,0,0,3,13,0,2,1,8,7,1,51.90913,-8.79113
20364,Beal Atha an Ghaorthaidh, Cork West,115366,67279,2004,2,2,0,0,6,7,0,0,1,5,4,1,51.85186,-9.22898
20365,Baile Bhuirne, Cork West,119653,77660,2004,1,3,0,0,5,5,0,0,0,3,5,0,51.94577,-9.1692
20366,Crookstown, Cork West,144846,67624,2004,12,15,0,0,7,19,0,6,3,12,10,0,51.85865,-8.80127
20368,Tarelton, Cork West,131616,65547,2004,0,4,0,0,1,8,0,2,0,1,1,0,51.83853,-8.99286
20369,Kanturk, Cork West,137620,103010,2004,17,17,0,0,9,37,6,7,7,37,46,7,52.17587,-8.91258
20370,Ballydesmond, Cork West,115844,103595,2004,4,2,0,0,11,10,0,0,0,5,1,1,52.17823,-9.23097
20371,Boherbue, Cork West,126840,101277,2004,9,4,0,2,5,10,1,1,3,7,12,1,52.15897,-9.06976
20373,Newmarket, Cork West,131905,107393,2004,13,14,0,0,12,30,3,5,0,12,60,1,52.21458,-8.99699
20374,Millstreet Co. Cork, Cork West,127242,90264,2004,2,7,0,0,5,32,0,3,1,10,13,0,52.06007,-9.06153
20376,Rathmore Co Kerry, Kerry,116814,93121,2004,9,12,0,0,10,14,0,1,0,5,15,1,52.08427,-9.21423
20378,Ardfert, Kerry,78762,120534,2004,4,16,0,0,6,13,2,0,0,4,5,1,52.32349,-9.77889
20379,Tralee, Kerry,83396,114411,2004,141,131,0,9,153,465,27,51,13,287,606,42,52.26949,-9.70884
20381,Dingle, Kerry,44605,100974,2004,13,23,0,0,5,10,1,5,0,8,36,0,52.13925,-10.2705
20382,Castlegregory, Kerry,62067,113254,2004,0,9,0,0,0,9,0,0,0,1,5,0,52.25417,-10.02062
20383,Annascaul, Kerry,59567,101995,2004,0,1,0,0,2,3,0,0,0,0,2,0,52.15242,-10.05254
20384,Baile an Fheirt�araigh, Kerry,35414,104242,2004,0,0,0,0,1,0,0,0,0,1,0,0,52.16593,-10.40621
20387,Caherciveen, Kerry,47419,79475,2004,7,14,0,0,3,15,0,5,0,18,36,1,51.94697,-10.21985
20390,Glenbeigh, Kerry,67187,91175,2004,1,5,0,0,1,6,0,0,0,0,9,0,52.05712,-9.93706
20391,Portmagee, Kerry,37438,72907,2004,2,2,0,0,0,4,0,0,0,1,8,0,51.88516,-10.36178
20392,Killorglin, Kerry,77604,96405,2004,33,29,0,1,5,29,0,15,5,10,78,3,52.1065,-9.78715
20393,An Coirean, Kerry,50174,66489,2004,1,10,0,0,5,6,0,3,0,3,5,3,51.83109,-10.17417
20394,Sneem, Kerry,68822,66838,2004,1,3,0,0,5,12,2,1,0,2,5,0,51.83891,-9.90396
20395,Castlemaine, Kerry,83700,103354,2004,5,12,0,1,1,8,0,1,1,3,4,2,52.17023,-9.70059
20396,Killarney, Kerry,96326,91071,2004,75,115,0,0,55,230,14,24,4,100,381,23,52.0624,-9.51239
20398,Kenmare, Kerry,91133,70711,2004,12,21,0,0,14,30,2,2,2,14,42,1,51.8785,-9.58162
20399,Castleisland, Kerry,100103,109691,2004,26,22,0,0,13,54,2,4,1,26,64,5,52.23038,-9.4628
20400,Farranfore, Kerry,94027,103252,2004,4,10,0,0,4,5,1,2,1,4,2,1,52.1714,-9.54968
20401,Barraduff, Kerry,108078,90547,2004,0,7,0,0,1,3,0,0,0,0,2,0,52.05977,-9.34094
20404,Listowel, Kerry,99155,133839,2004,53,46,0,2,31,77,18,39,4,66,234,17,52.44714,-9.48392
20405,Ballyheigue, Kerry,75635,127925.01,2004,6,3,0,0,4,4,1,1,1,6,39,3,52.38918,-9.82747
20407,Ballybunion, Kerry,86652,141250,2004,22,28,0,2,17,30,0,8,1,35,82,2,52.51126,-9.67024
20408,Ballyduff, Kerry,86995,135074,2004,2,3,0,1,6,2,1,2,0,4,14,3,52.45585,-9.6631
20410,Knocknagoshel, Kerry,105611,120746,2004,5,8,3,0,13,6,0,0,0,11,73,2,52.33066,-9.38531
20411,Lixnaw, Kerry,90024,129241,2004,1,4,0,0,4,5,1,1,0,2,4,0,52.40407,-9.61664
20413,Tarbert, Kerry,106797,147669,2004,1,7,0,1,7,4,0,6,0,4,17,0,52.57274,-9.37543
20414,Ardnacrusha, Limerick,158606,161975,2004,13,8,0,1,16,55,1,8,1,43,16,0,52.70769,-8.61314
20416,Castleconnell, Limerick,166361,162551,2004,6,17,0,3,30,57,5,17,0,38,15,3,52.71341,-8.49847
20417,Henry Street, Limerick,157313,156864,2004,202,198,2,42,269,1430,56,254,64,539,853,61,52.66167,-8.63161
20418,Mayorstone Park, Limerick,156431,158215,2004,109,66,2,29,175,631,15,166,57,603,271,80,52.67374,-8.64482
20419,Roxboro Road, Limerick,158428,155643,2004,154,99,2,31,309,771,49,145,75,619,366,54,52.65078,-8.61498
20420,Patrickswell, Limerick,151737,149580,2004,5,16,0,2,14,24,4,4,1,14,9,0,52.59575,-8.71295
20421,Ballyneety, Limerick,162853,149652,2004,9,5,0,0,9,33,0,1,5,14,3,0,52.59727,-8.54893
20422,Caherconlish, Limerick,168230,149230,2004,3,8,0,1,13,19,4,2,0,18,6,2,52.59382,-8.46954
20423,Askeaton, Limerick,134243.7,150327.68,2004,9,10,0,0,14,21,1,1,1,8,59,4,52.60063,-8.97121
20424,Adare, Limerick,146337,146092,2004,1,11,0,0,4,11,1,5,2,3,5,2,52.5639,-8.79206
20425,Pallaskenry, Limerick,141389,154679,2004,3,4,0,0,11,14,0,4,1,11,13,2,52.64055,-8.86654
20426,Croom, Limerick,151259,141377,2004,3,6,2,0,10,24,0,1,0,7,12,1,52.522,-8.7188
20427,Foynes, Limerick,125284,151469,2004,5,7,0,0,18,13,1,0,0,3,10,0,52.60973,-9.10368
20428,Glin, Limerick,112955,147205,2004,2,2,0,0,6,2,0,0,0,0,12,1,52.56959,-9.28451
20430,Rathkeale, Limerick,136312,141701,2004,5,28,0,0,36,23,4,14,0,14,19,6,52.52337,-8.93903
20431,Bruff, Limerick,162884,136304,2004,8,11,0,0,5,13,7,2,0,11,26,2,52.47733,-8.54698
20433,Ballylanders, Limerick,176519,124355,2004,11,2,0,0,11,13,1,1,0,8,9,0,52.37071,-8.34547
20434,Hospital Co Limerick, Limerick,170664,136018,2004,12,4,0,0,8,13,2,2,1,14,38,1,52.47523,-8.43246
20435,Bruree, Limerick,155807,130335,2004,2,2,0,0,6,4,0,0,1,5,3,0,52.42317,-8.65033
20436,Kilmallock, Limerick,160858,127534,2004,26,7,0,0,21,18,2,2,1,14,56,4,52.39838,-8.57577
20437,Pallasgreen, Limerick,177119,146390,2004,0,4,0,0,8,19,7,2,0,7,9,1,52.56875,-8.33818
20438,Cappamore, Limerick,177122,151501,2004,3,4,0,2,6,18,0,5,2,13,14,0,52.61467,-8.33849
20439,Murroe, Limerick,173032,155418,2004,4,0,0,0,4,14,0,2,0,3,6,0,52.64968,-8.39919
20440,Newcastle West, Limerick,127825,134070,2004,25,21,0,0,43,104,12,3,5,54,90,0,52.45375,-9.06239
20441,Abbeyfeale, Limerick,112219,126928,2004,25,12,0,0,21,15,4,6,2,16,24,1,52.3873,-9.29002
20442,Ballingarry, Limerick,141415,135935,2004,0,2,0,0,2,13,2,0,0,6,7,0,52.47213,-8.86285
20444,Athea, Limerick,112536,135006,2004,1,1,0,0,4,4,0,2,0,2,4,0,52.45993,-9.28748
20447,Ennis, Clare,133945.89,177743.83,2004,107,125,1,14,105,544,54,67,11,241,425,35,52.84692,-8.98111
20448,Crusheen, Clare,139630,187860,2004,0,4,0,0,2,5,0,0,0,3,1,0,52.93848,-8.89864
20449,Lissycasey, Clare,122090,166693,2004,3,5,0,0,6,7,0,0,0,5,1,0,52.74606,-9.15441
20450,Newmarket on Fergus, Clare,139354,168352,2004,10,5,0,1,3,9,4,3,1,6,6,0,52.76317,-8.89912
20452,Shannon, Clare,140757,162182,2004,48,36,0,1,23,137,14,72,7,128,148,13,52.70789,-8.87722
20454,Sixmilebridge, Clare,147506,165689,2004,2,3,0,0,13,44,1,7,3,13,19,3,52.7401,-8.77794
20455,Kilrush, Clare,99791,155414,2004,16,16,0,0,17,20,4,7,11,107,41,5,52.64107,-9.48107
20460,Kildysart, Clare,125248,158690,2004,2,1,0,0,0,1,0,0,0,1,3,0,52.6746,-9.10584
20461,Kilkee, Clare,88819,160254.01,2004,20,10,0,0,13,26,3,4,0,37,36,1,52.68241,-9.64472
20462,Killaloe, Clare,170129,172905,2004,19,15,0,0,31,87,3,28,5,39,39,3,52.80666,-8.44367
20464,Scariff, Clare,164068,184094,2004,12,6,0,0,11,35,3,0,0,25,7,0,52.90683,-8.53477
20466,Tulla, Clare,149217,179615.01,2004,2,6,0,0,14,19,0,1,1,7,5,1,52.86539,-8.75478
20468,Ennistymon, Clare,113414,188139,2004,25,14,0,1,19,49,2,5,2,36,51,3,52.9374,-9.28854
20469,Ballyvaughan, Clare,123241,207871,2004,1,0,0,0,1,11,1,1,0,4,0,1,53.11616,-9.14711
20470,Corofin, Clare,128220,189019.21,2004,5,1,0,0,7,5,0,10,1,7,3,0,52.94749,-9.06857
20473,Lisdoonvarna, Clare,113521,198292,2004,0,6,0,0,14,19,1,0,0,7,15,1,53.02862,-9.28966
20474,Miltown Malbay, Clare,105707,179384,2004,13,10,0,0,0,27,0,2,2,24,25,0,52.85745,-9.4006
20475,Gaillimh, Galway,129444.21,225049.64,2004,216,251,2,32,281,1273,54,219,30,506,920,96,53.27134,-9.05828
20476,Aran Mor, Galway,137877,225014,2004,22,14,0,3,35,194,2,2,3,38,26,3,53.27208,-8.93189
20478,Leach Seoirse, Galway,138040,234471,2004,4,21,0,2,23,49,2,2,1,10,7,0,53.35706,-8.9313
20479,Headford, Galway,127114,247234,2004,8,7,0,0,8,17,1,3,0,4,3,3,53.47032,-9.09831
20480,Athenry, Galway,150065,227951,2004,19,10,0,0,17,32,2,5,0,6,18,3,53.29975,-8.74969
20481,Monivea, Galway,153304,236181,2004,1,1,0,0,2,2,0,0,0,1,2,0,53.37399,-8.70233
20483,Clifden, Galway,66684,250540,2004,20,21,0,1,10,36,1,12,0,22,78,2,53.48818,-10.00924
20484,Sraith Salach, Galway,85724,247496,2004,0,3,0,0,1,8,0,1,1,1,4,1,53.46532,-9.72143
20485,Letterfrack, Galway,70971,257774,2004,4,10,0,0,1,11,0,0,0,9,5,1,53.55421,-9.94767
20487,Carna, Galway,78502,231891,2004,7,1,0,0,1,5,0,0,1,11,6,0,53.32357,-9.82412
20488,An Maim, Galway,96228,252310,2004,2,3,0,0,3,8,0,0,0,0,12,0,53.51073,-9.56493
20489,Cloch na Ron, Galway,72250,239851,2004,1,2,0,0,0,5,0,1,0,2,7,0,53.39358,-9.9211
20490,Loughrea, Galway,161958,216447,2004,30,27,0,0,13,150,6,4,2,40,159,7,53.19738,-8.56995
20492,Killimor, Galway,180373,212831.01,2004,0,3,0,0,4,10,0,0,0,1,5,1,53.16589,-8.29419
20493,Woodford, Galway,173214,199702,2004,3,2,0,0,1,1,1,2,0,2,7,0,53.04761,-8.40013
20495,Eyrecourt, Galway,191203,216532,2004,0,1,0,0,5,6,1,2,0,8,4,0,53.19943,-8.13237
20496,Portumna, Galway,185281,204369,2004,9,9,0,0,13,44,1,0,0,9,17,1,53.09001,-8.22042
20497,Kilrickle, Galway,169834,220046,2004,1,6,0,0,6,14,0,0,1,3,9,0,53.23022,-8.45245
20498,Oughterard, Galway,112003,242708,2004,6,3,0,0,16,16,0,3,0,23,13,1,53.42735,-9.32454
20499,Maigh Cuilinn, Galway,121369,232631,2004,3,1,0,0,11,12,0,0,0,21,2,0,53.33831,-9.18117
20500,An Cheathru Rua, Galway,93255,224962,2004,15,2,0,0,4,12,0,0,0,22,10,2,53.26451,-9.60049
20501,Ros Muc, Galway,92932,238537,2004,2,0,0,0,0,3,0,0,0,2,0,0,53.38637,-9.60991
20502,Indreabhan, Galway,104606,222058,2004,10,2,0,0,4,7,0,1,0,9,4,1,53.24059,-9.42956
20503,An Spideal, Galway,112890,222439,2004,11,6,0,1,12,20,0,2,0,14,2,1,53.24543,-9.30563
20504,Leitir Mor, Galway,89689,228360,2004,9,1,0,0,1,1,0,0,1,3,4,1,53.2943,-9.65508
20505,Bothar Na Tra, Galway,127991,223676,2004,80,52,0,8,119,191,21,85,3,197,161,16,53.25881,-9.07974
20506,Cill Ronain, Galway,88391,209129,2004,8,0,0,0,0,3,0,0,0,2,12,0,53.12131,-9.66782
20507,Gort, Galway,145203,202147,2004,8,23,0,2,20,53,3,3,1,27,84,3,53.06744,-8.81818
20508,Ardrahan, Galway,146101,212066,2004,0,3,0,0,2,8,0,0,2,1,1,0,53.15665,-8.80645
20509,Craughwell, Galway,151036,220114.01,2004,5,13,0,0,13,32,2,0,0,10,4,1,53.22943,-8.73392
20510,Kinvara, Galway,137162,210375,2004,5,9,0,0,1,12,1,1,0,6,6,2,53.14048,-8.93973
20514,Roscommon, Roscommon/Longford,187242,264445,2004,23,40,0,2,38,125,8,9,4,87,94,9,53.62984,-8.19358
20515,Athleague, Roscommon/Longford,183329,257652,2004,1,4,0,0,6,7,0,0,0,5,2,1,53.5687,-8.25236
20517,Strokestown, Roscommon/Longford,193205,281231,2004,8,4,0,0,7,8,0,0,0,5,3,1,53.78076,-8.10382
20519,Creggs, Galway,175961,260596,2004,1,1,0,0,5,1,0,0,0,0,2,0,53.59486,-8.36379
20520,Ballygar, Galway,178268,252460,2004,4,4,0,0,5,12,0,0,0,4,6,0,53.52186,-8.32839
20521,Ballinasloe, Galway,185149,230904,2004,48,44,1,0,31,118,19,14,6,56,192,18,53.32843,-8.22363
20522,Ahascragh, Galway,178054,238416,2004,1,4,0,0,4,4,0,0,0,0,4,3,53.39567,-8.33063
20523,Kilconnell, Galway,173289,231284,2004,0,1,0,0,0,5,0,0,0,1,5,0,53.33138,-8.40166
20524,Kiltormer, Galway,181932,220804,2004,0,1,0,0,2,4,0,0,0,0,3,0,53.23758,-8.27134
20526,Mountbellew, Galway,166839,246883,2004,6,6,0,0,6,28,3,0,0,10,19,3,53.47116,-8.5001
20527,Taughmaconnell, Roscommon/Longford,190668,239214,2004,1,0,0,0,1,2,0,0,0,1,4,0,53.40322,-8.14104
20528,Clonark, Roscommon/Longford,197742,235330,2004,0,8,0,0,12,14,0,0,0,7,3,2,53.3684,-8.03466
20529,Moylough, Galway,162410,248756,2004,3,3,0,0,3,6,0,0,0,2,7,0,53.48769,-8.56702
20530,Boyle, Roscommon/Longford,180337,302706,2004,15,12,0,0,26,40,15,10,2,27,23,3,53.97337,-8.30039
20533,Elphin, Roscommon/Longford,187380,288484,2004,1,4,0,0,3,14,0,0,0,5,6,0,53.84582,-8.19248
20534,Frenchpark, Roscommon/Longford,173367,291150,2004,9,3,0,0,9,88,1,0,1,6,8,1,53.86924,-8.4056
20535,Keadue, Roscommon/Longford,191056,311275,2004,4,1,0,0,5,3,0,2,0,4,1,5,54.05065,-8.1373
20536,Tulsk, Roscommon/Longford,183447,280886,2004,0,4,0,0,3,4,2,1,0,1,4,0,53.77744,-8.25182
20537,Castlerea, Roscommon/Longford,168128,279762,2004,29,9,0,0,14,33,1,10,1,20,44,5,53.76663,-8.48406
20538,Ballaghderreen, Roscommon/Longford,161621,294647,2004,23,21,0,0,14,15,0,13,0,12,32,0,53.89992,-8.58459
20539,Ballinlough, Roscommon/Longford,158095,276963,2004,6,1,0,0,2,8,0,0,2,9,6,0,53.74078,-8.63581
20543,Tuam, Galway,143273,252060,2004,58,37,0,1,22,115,3,12,2,76,98,25,53.51566,-8.85588
20544,Williamstown, Galway,161825,269848,2004,0,5,0,1,2,14,0,0,0,2,2,1,53.67714,-8.57841
20545,Milltown, Galway,140650,262772,2004,0,3,0,0,3,7,0,0,0,7,2,0,53.6116,-8.89745
20547,Glenamaddy, Galway,162969,262081,2004,8,2,0,0,3,6,0,0,0,5,6,0,53.60745,-8.56018
20548,Dunmore, Galway,151036,263315,2004,10,5,0,0,3,8,0,0,1,5,25,0,53.61755,-8.74063
20549,Corofin, Galway,142691,243381,2004,2,9,0,0,3,4,2,5,0,10,1,0,53.43763,-8.86307
20550,Barnaderg, Galway,152084,248054,2004,3,2,0,0,3,11,0,0,0,3,4,0,53.48055,-8.72246
20551,Castlebar, Mayo,114657,290095,2004,66,61,0,4,59,307,14,29,8,158,296,17,53.85343,-9.29762
20554,Balla, Mayo,125604,284167,2004,5,5,0,0,7,14,0,0,0,20,2,0,53.80187,-9.12987
20555,Partry, Mayo,115533,272850,2004,2,3,0,0,3,8,0,0,0,4,14,0,53.69868,-9.27959
20558,Crossmolina, Mayo,113519,317547,2004,5,16,0,1,4,10,1,0,0,6,19,3,54.09981,-9.32269
20559,Killala, Mayo,120423,330148,2004,7,9,0,0,0,14,0,0,0,10,16,1,54.2141,-9.22051
20561,Bonniconlon, Mayo,132750,318312,2004,3,2,0,0,0,3,1,0,0,2,3,0,54.10955,-9.02896
20562,Ballina, Mayo,124157,318813,2004,100,37,0,2,40,153,33,29,3,139,252,11,54.11286,-9.16044
20564,Enniscrone, Sligo/Leitrim,129034,329979.01,2004,10,14,0,0,6,21,1,4,0,9,34,3,54.21385,-9.08851
20566,Beal an Mhuirthead, Mayo,70539,332132,2004,25,14,0,0,5,15,4,2,0,22,53,1,54.22175,-9.98558
20569,Bangor Erris, Mayo,85880,323065,2004,11,4,0,0,2,9,1,0,0,8,7,0,54.14398,-9.74708
20570,Ballycroy, Mayo,80393,310039,2004,6,2,0,0,0,0,1,0,0,2,1,1,54.02577,-9.82585
20571,Gleann na Muaidhe, Mayo,90600,333737,2004,3,2,0,0,2,1,0,0,0,2,10,0,54.24084,-9.67876
20572,Claremorris, Mayo,135024.18,275315.22,2004,18,13,0,1,12,40,6,2,1,46,58,4,53.72361,-8.98506
20573,Kilmaine, Mayo,125619,259757,2004,0,4,0,0,0,6,0,0,0,3,1,0,53.5826,-9.12379
20574,Ballindine, Mayo,136748,269284,2004,1,4,0,2,1,7,0,0,4,2,12,0,53.66964,-8.95772
20575,Knock, Mayo,139499,283243,2004,3,5,0,0,5,9,0,0,1,5,2,1,53.79537,-8.91884
20576,Ballinrobe, Mayo,118916,264544,2004,35,18,0,0,13,37,1,1,0,27,34,0,53.62461,-9.22622
20577,Cong, Mayo,114758,255362,2004,4,9,0,0,4,20,0,0,0,6,3,1,53.54147,-9.28654
20578,Shrule, Mayo,127908,252736,2004,1,4,0,0,3,9,2,0,0,2,3,0,53.51985,-9.08762
20580,Swinford, Mayo,137517,299441,2004,12,27,0,0,9,17,2,5,0,21,51,0,53.94064,-8.95221
20581,Kiltimagh, Mayo,133851,288962,2004,36,5,0,0,11,35,0,1,2,37,43,1,53.84605,-9.00576
20582,Charlestown, Mayo,147966,301773,2004,7,9,0,0,6,18,1,2,4,14,38,0,53.96274,-8.79351
20583,Kilkelly, Mayo,144570,291862,2004,14,8,0,0,4,3,1,0,0,7,11,0,53.87336,-8.84345
20584,Ballyhaunis, Mayo,149440,279630,2004,14,16,0,1,10,22,6,1,0,19,18,3,53.76397,-8.76741
20585,Foxford, Mayo,127334,304337,2004,2,16,0,0,4,19,2,1,0,7,12,0,53.98329,-9.1084
20586,Westport, Mayo,99932,284334,2004,22,25,0,4,17,68,11,7,7,61,91,3,53.79907,-9.51943
20587,Newport Co Mayo, Mayo,98357,294512,2004,2,4,0,1,10,19,3,1,0,5,10,0,53.89017,-9.54669
20588,Gob an Choire, Mayo,74046,299957.01,2004,4,4,0,0,0,3,0,0,0,7,8,1,53.93373,-9.91848
20590,Louisburgh, Mayo,80849,280944,2004,0,3,0,0,1,12,2,0,0,1,5,1,53.76461,-9.80759
20591,Keel, Mayo,63428,304895,2004,5,5,0,0,0,1,0,0,0,4,4,0,53.97537,-10.08224
20592,Sligo, Sligo/Leitrim,169344,335702,2004,124,85,0,15,184,541,58,77,14,540,322,21,54.26925,-8.47126
20593,Collooney, Sligo/Leitrim,168198,326384,2004,9,12,0,1,16,24,1,1,1,19,11,0,54.18548,-8.48786
20594,Skreen, Sligo/Leitrim,153084,333095,2004,1,2,0,1,1,9,0,1,0,2,0,0,54.2446,-8.7204
20595,Coolaney, Sligo/Leitrim,160644,324983,2004,1,0,0,0,2,8,0,0,0,9,0,0,54.17237,-8.60338
20597,Rosses Point, Sligo/Leitrim,164470,339757,2004,0,5,0,0,5,15,0,0,0,7,2,0,54.30537,-8.54655
20598,Grange, Sligo/Leitrim,166222,349540,2004,6,7,0,0,13,23,0,3,0,5,7,0,54.39337,-8.52074
